dataset,data_mode,noise_type,noise_rate,beta,noise_level,method,seed,macro_f1,fpr,fnr,err,tail_err,compression_ratio,runtime_sec,memory_mb
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,Graph-CoLD,0,0.9778587236387748,0.0,0.0,0.9422875614988331,0.9435581019090926,0.4602189781021898,0.0637,34.055
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,CoLD,0,0.8989804972200618,0.08888888888888889,0.010869565217391304,0.3276392877229008,0.14999999999999994,0.637956204379562,0.0693,36.295
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,MCRe,0,0.8652787952787953,0.13333333333333333,0.0,0.879704242967725,0.8777804346118637,0.6715328467153284,0.07210000000000001,37.415
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,MORSE,0,0.8751958680962872,0.17777777777777778,0.0,0.8827626096719354,0.8808877116980027,0.6715328467153284,0.0727,37.655
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,FINE,0,0.8822957486119382,0.17777777777777778,0.010869565217391304,0.8756264206954447,0.8736373984970119,0.6715328467153284,0.0713,37.095
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,Co-Teaching++,0,0.9141079795222288,0.13333333333333333,0.03260869565217391,0.8695096872870238,0.8674228443247337,0.6715328467153284,0.07010000000000001,36.615
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,Decoupling,0,0.8802179211803051,0.1111111111111111,0.043478260869565216,0.8776653318315848,0.8757089165544377,0.6715328467153284,0.07170000000000001,37.255
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,Flash,0,0.8643326891864903,0.1111111111111111,0.03260869565217391,0.8878598875122861,0.8860665068415681,0.6715328467153284,0.0737,38.055
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,Argus,0,0.8429921402934897,0.08888888888888889,0.010869565217391304,0.8848015208080757,0.8829592297554291,0.6715328467153284,0.07310000000000001,37.815
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,cleanlab,0,0.8983167656899789,0.13333333333333333,0.021739130434782608,0.8715485984231641,0.8694943623821596,0.6715328467153284,0.07050000000000001,36.775
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,Graph-CoLD,1,0.9802371541501975,0.0,0.0,0.9423507799933535,0.9436308698527525,0.44598540145985405,0.0637,34.055
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,CoLD,1,0.9089826925166845,0.1111111111111111,0.021739130434782608,0.32856492844434143,0.15000000000000005,0.637956204379562,0.0693,36.295
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,MCRe,1,0.855177818239631,0.06666666666666667,0.0,0.8785099571651525,0.8758571287149216,0.6715328467153284,0.07210000000000001,37.415
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,MORSE,1,0.8822179774528677,0.15555555555555556,0.010869565217391304,0.8815986870677334,0.8790133034086101,0.6715328467153284,0.0727,37.655
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,FINE,1,0.8899706306552226,0.17777777777777778,0.021739130434782608,0.8743916506283779,0.8716488957900036,0.6715328467153284,0.0713,37.095
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,Co-Teaching++,1,0.8926991094893751,0.08888888888888889,0.0,0.8682141908232162,0.8653365464026268,0.6715328467153284,0.07010000000000001,36.615
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,Decoupling,1,0.891620712862543,0.13333333333333333,0.010869565217391304,0.8764508038967653,0.8737530122524627,0.6715328467153284,0.07170000000000001,37.255
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,Flash,1,0.8500817325240977,0.15555555555555556,0.043478260869565216,0.8867465702387014,0.8842735945647575,0.6715328467153284,0.0737,38.055
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,Argus,1,0.8703076165866864,0.15555555555555556,0.03260869565217391,0.8836578403361205,0.8811174198710688,0.6715328467153284,0.07310000000000001,37.815
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,cleanlab,1,0.8790176912252716,0.1111111111111111,0.021739130434782608,0.8702733440916035,0.8674406628650857,0.6715328467153284,0.07050000000000001,36.775
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,Graph-CoLD,2,0.984045129825181,0.0,0.010869565217391304,0.9420196825570079,0.9432822038631571,0.4602189781021898,0.0637,34.055
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,CoLD,2,0.896113939878242,0.06666666666666667,0.010869565217391304,0.32644301066608716,0.15000000000000008,0.637956204379562,0.0693,36.295
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,MCRe,2,0.8754354487405144,0.1111111111111111,0.03260869565217391,0.8801791994214919,0.8788051373250146,0.6715328467153284,0.07210000000000001,37.415
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,MORSE,2,0.8619166642169112,0.1111111111111111,0.0,0.8832254909616235,0.88188636264726,0.6715328467153284,0.0727,37.655
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,FINE,2,0.8928864982737854,0.15555555555555556,0.03260869565217391,0.8761174773679832,0.8746968368953542,0.6715328467153284,0.0713,37.095
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,Co-Teaching++,2,0.8822180448955297,0.06666666666666667,0.0,0.8700248942877199,0.868534386250863,0.6715328467153284,0.07010000000000001,36.615
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,Decoupling,2,0.8750740249583439,0.1111111111111111,0.010869565217391304,0.8781483383947375,0.8767509871101844,0.6715328467153284,0.07170000000000001,37.255
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,Flash,2,0.8576520600709276,0.13333333333333333,0.021739130434782608,0.8883026435285095,0.8870217381843357,0.6715328467153284,0.0737,38.055
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,Argus,2,0.8405161026153161,0.08888888888888889,0.010869565217391304,0.8852563519883777,0.8839405128620901,0.6715328467153284,0.07310000000000001,37.815
cicids2017,synthetic_fallback,symmetric,0.1,,0.1,cleanlab,2,0.866941237774571,0.044444444444444446,0.0,0.8720557553144743,0.8705885364656933,0.6715328467153284,0.07050000000000001,36.775
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,Graph-CoLD,0,0.9778587236387748,0.0,0.0,0.9422521513259519,0.9435130148131303,0.45547445255474456,0.0637,34.055
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,CoLD,0,0.846659003826373,0.15555555555555556,0.0,0.47338035076687945,0.333291015592818,0.637956204379562,0.0693,36.295
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,MCRe,0,0.8240259740259739,0.13333333333333333,0.0,0.8797125126682772,0.8776210838589934,0.6715328467153284,0.07210000000000001,37.415
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,MORSE,0,0.8289501532858349,0.15555555555555556,0.043478260869565216,0.8827706691258634,0.88073241223546,0.6715328467153284,0.0727,37.655
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,FINE,0,0.8308157947450143,0.13333333333333333,0.0,0.8756349707248292,0.8734726460237056,0.6715328467153284,0.0713,37.095
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,Co-Teaching++,0,0.847143734023978,0.17777777777777778,0.021739130434782608,0.8695186578096568,0.8672499892707728,0.6715328467153284,0.07010000000000001,36.615
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,Decoupling,0,0.817882696823552,0.13333333333333333,0.0,0.8776737416965532,0.8755468649413494,0.6715328467153284,0.07170000000000001,37.255
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,Flash,0,0.8020201983390491,0.17777777777777778,0.010869565217391304,0.8878675965551737,0.8859179595295703,0.6715328467153284,0.0737,38.055
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,Argus,0,0.7934379421194837,0.13333333333333333,0.010869565217391304,0.8848094400975877,0.8828066311531041,0.6715328467153284,0.07310000000000001,37.815
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,cleanlab,0,0.8547757546017352,0.15555555555555556,0.03260869565217391,0.8715574287813808,0.8693242081884168,0.6715328467153284,0.07050000000000001,36.775
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,Graph-CoLD,1,0.9802371541501975,0.0,0.0,0.9423632455438598,0.9436288582281798,0.4602189781021898,0.0637,34.055
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,CoLD,1,0.8566101865503775,0.17777777777777778,0.010869565217391304,0.46181393683931166,0.32095074373900534,0.637956204379562,0.0693,36.295
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,MCRe,1,0.837969503272208,0.15555555555555556,0.043478260869565216,0.8795239584746684,0.8769295081744983,0.6715328467153284,0.07210000000000001,37.415
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,MORSE,1,0.8278243032245421,0.2222222222222222,0.010869565217391304,0.8825869086829394,0.880058418983621,0.6715328467153284,0.0727,37.655
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,FINE,1,0.8409881504936919,0.15555555555555556,0.021739130434782608,0.87544002486364,0.8727576270956675,0.6715328467153284,0.0713,37.095
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,Co-Teaching++,1,0.8428097561228669,0.13333333333333333,0.021739130434782608,0.8693141244470978,0.8664998054774217,0.6715328467153284,0.07010000000000001,36.615
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,Decoupling,1,0.831430250228952,0.15555555555555556,0.021739130434782608,0.8774819916691543,0.874843567635083,0.6715328467153284,0.07170000000000001,37.255
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,Flash,1,0.8042737164324179,0.13333333333333333,0.03260869565217391,0.8876918256967246,0.8852732703321593,0.6715328467153284,0.0737,38.055
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,Argus,1,0.7892220463064452,0.1111111111111111,0.0,0.8846288754884535,0.8821443595230362,0.6715328467153284,0.07310000000000001,37.815
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,cleanlab,1,0.848821710745878,0.17777777777777778,0.010869565217391304,0.8713560912526119,0.8685857460168371,0.6715328467153284,0.07050000000000001,36.775
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,Graph-CoLD,2,0.984045129825181,0.0,0.010869565217391304,0.9416609850377785,0.9424953568022988,0.4697080291970803,0.0637,34.055
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,CoLD,2,0.85048411424123,0.15555555555555556,0.021739130434782608,0.5157701800641086,0.43997425093379783,0.637956204379562,0.0693,36.295
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,MCRe,2,0.8257616040030302,0.08888888888888889,0.05434782608695652,0.8797179454179243,0.8789773680026443,0.6715328467153284,0.07210000000000001,37.415
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,MORSE,2,0.8043868087727737,0.08888888888888889,0.021739130434782608,0.8827759637547568,0.882054214578848,0.6715328467153284,0.0727,37.655
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,FINE,2,0.8311343504068619,0.15555555555555556,0.03260869565217391,0.8756405876354811,0.874874905901039,0.6715328467153284,0.0713,37.095
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,Co-Teaching++,2,0.8308034265442403,0.08888888888888889,0.021739130434782608,0.8695245509618161,0.8687212127486309,0.6715328467153284,0.07010000000000001,36.615
